Brand,Price,Ton,BEE_rating,Avg_Rating,Reviews,Rated_reviews,Type,Inverter,Convertible,Condenser Coil,Power Consumption,Noise level,Refrigerant,Ambient Temperature,WiFi Enabled,Warranty
Voltas,33824,1,3,Not Available,Not Available,Not Available,Split,No,No,Copper,3450,45,R32,Not Available,No,"2 Years on AC, 10 Years on Compressor and 5 Years on Controller and PCB"
Daikin,38000,1.5,5,4.2,"2,453",233,Split,Yes,No,Copper,1752,35,R32,Not Available,No,1 Year on Product and 10 Years on Compressor From Daikin
Panasonic,35900,1,5,4.8,8,2,Split,Yes,No,Copper,588,43,Not Available,Not Available,No,1 Year Warranty on Product and 10 Years on Compresser
Carrier,36290,1.5,3,4.3,284,37,Window,No,No,Copper,1582,50,Not Available,Not Available,No,1 Year on Complete Unit and 5 Years on Compressor
Midea,33999,1.5,5,2.7,3,0,Split,Yes,No,Copper,1700,37,R32,52,No,1 Year Warranty on Product and 10 Years on Compressor
Daikin,43990,1,4,4.3,25,4,Split,Yes,No,Copper,822,48,Not Available,Not Available,No,1 Year on Product and 5 Years on Compressor
Samsung,46999,2,3,4.1,354,27,Split,Yes,No,Copper,1820,45,R32,52,No,1 Year Standard Warranty on Product and 10 Years on Compressor
Godrej,32990,1.5,3,4.2,32,3,Split,Yes,No,Copper,1840,60,R32,Not Available,No,1 Year On Product and Condenser Coil Warranty and 5 Years On Compressor from Godrej
Marq By Flipkart,30999,1.5,4,4.2,"10,293","1,394",Split,No,No,Copper,1093,37,R32,Not Available,No,1 Year on Product and 5 Years on Compressor
Lg,42490,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,5500,31,R32,Not Available,Yes,"1 Year on Product, 5 Years on PCB and 10 Years on Compressor from LG"
Croma,28990,1.4,3,4.5,4,0,Split,Yes,No,Copper,1625,52,R32,Not Available,No,"1 Year on Product, 5 Years on Condenser and 10 Years on Compressor"
Whirlpool,34480,1.5,3,4.3,35,2,Split,Yes,No,Copper,1087,37,R32,Not Available,No,1 Year on Product and 5 Years on Compressor from Whirlpool
Lloyd,36999,1.5,4,4.1,15,1,Split,Yes,No,Copper,1440,57,R32,Not Available,No,1 Year on Product 5 Years on Compressor Manufacturer Warranty from Lloyd
Haier,37499,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1630,59,Not Available,Not Available,No,1 Year on Product and 12 Years on Compressor from Haier
Daikin,52890,1.8,5,4.2,"2,453",233,Split,Yes,No,Copper,1970,38,R32,Not Available,No,1 Year on Product and 10 Years on Compressor from Daikin
Onida,34490,1,4,4.9,12,1,Split,Yes,No,Copper,Not Available,Not Available,R32,50,No,1 Year Comprehensive and 4 Years on Compressor
Daikin,44316,1.5,5,4.8,6,1,Split,Yes,No,Copper,1600,32,Not Available,Not Available,No,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Lloyd,40490,1.5,5,3.7,23,3,Split,Yes,No,Copper,865,42,Not Available,Not Available,Yes,1 Year Warranty on Product and 10 Years on Compresser
Croma,35990,1.5,5,Not Available,Not Available,Not Available,Window,Yes,No,Copper,1630,52,R32,48,No,1 Year Comprehensive Warranty on Product and 10 Years on Compressor
Lloyd,37999,1,4,4.3,436,41,Split,Yes,No,Copper,574,36,R32,Not Available,No,1 Year Comprehensive Warranty on AC and 10 Years on Compressor From Lloyd
Whirlpool,36480,1.5,5,Not Available,Not Available,Not Available,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Panasonic,37249,1,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,915,38,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Voltas,42649,1.5,3,4.5,4,0,Split,Yes,No,Copper,1430,46,R32,52,Yes,1 Year Warranty on Product and 10 Years on Compressor
Onida,34999,1.5,5,4.3,960,139,Split,Yes,No,Copper,1600,38,R32,52,Yes,1 Year on Product and 5 Year on Compressor from Onida
Hitachi,33999,1.5,4,3.9,24,2,Split,No,No,Copper,1495,36,R32,Not Available,No,1 Year on Complete Unit and 5 Years on Compressor From Hitachi
Godrej,36900,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,781,44,R290,52,No,"1 Year Warranty on Product, 1 Year on Condenser, and 10 Years on Compressor"
Panasonic,54017,2,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1660,38,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Hitachi,33999,1.5,3,3.9,24,2,Split,No,No,Copper,1495,36,R32,Not Available,No,1 Year on Complete Unit and 5 Years on Compressor From Hitachi
Lg,47990,1.5,5,4.1,82,11,Split,Yes,No,Copper,818,31,R32,52,Yes,"1 Year Warranty on Product, 5 Years on PCB, and 10 Years on Compressor with Gas Charging"
Croma,30990,1.5,5,4,42,7,Split,No,No,Copper,1420,52,R32,Not Available,No,1 Year on Machine 5 Years on Compressor From Croma
Lg,43990,1.5,3,4.2,"6,975",734,Split,Yes,Yes,Copper,818,31,R32,Not Available,No,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor from LG"
Samsung,35999,1.5,3,4.2,"8,874",856,Split,Yes,No,Copper,1380,44,Not Available,Not Available,No,"1 Year Comprehensive Warranty on Product, 1 Year on PCB, 1 Year on Condenser, 1 Year on Gas Recharge and 10 Years on Compressor from Samsung"
Lloyd,26890,1.5,3,4.3,124,12,Window,No,No,Copper,1233,53,R32,Not Available,No,1 Year Comprehensive Warranty on AC and 5 Years on Compressor
Samsung,35699,1.5,4,Not Available,Not Available,Not Available,Split,Yes,Yes,Copper,1700,31,R32,Not Available,No,1 Year Standard Warranty on Product and 10 Years on Compressor
Whirlpool,33590,1.5,3,4.3,732,114,Split,Yes,No,Copper,1890,37,R32,55,No,1 Year on Unit 10 Years on Compressor from Whirlpool
Panasonic,54017,2,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1660,38,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Blue Star,34000,1.2,3,4.7,3,0,Split,No,No,Copper,1131,36,R32,Not Available,No,5 Years on Compressor from Blue Star
Blue Star,38290,1.5,3,Not Available,Not Available,Not Available,Split,No,No,Copper,1456,34,Not Available,Not Available,No,1 Year Comprehensive Warranty on AC and 5 Years on Compressor
Lloyd,48900,2,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,2170,59,Not Available,Not Available,No,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor from Llyod"
Lg,33990,1,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,3650,21,R32,Not Available,No,"1 Year on Product, 5 Year on PCB, 10 Year on Compressor"
Haier,40990,1.5,4,4.1,39,3,Split,Yes,No,Copper,1440,40,R32,Not Available,No,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor"
Croma,27990,1,5,3.9,10,1,Split,Yes,Yes,Copper,1070,44,R32,Not Available,No,"1 Year on Product, 5 Years on Condenser and 10 Years on Compressor"
Blue Star,30990,1.5,4,4.1,19,6,Window,No,No,Copper,1510,55,R32,17,No,1 Year Warranty on Product and 5 Years on Compressor
Lg,44999,1.5,3,4,10,0,Split,Yes,No,Copper,400,31,R32,Not Available,No,"1 Year Warranty on Product, 5 Years on PCB and 10 Years on Compressor"
Panasonic,42450,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1660,38,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Panasonic,33990,1,5,4.3,"9,607","1,169",Split,Yes,No,Copper,685,37,R32,Not Available,Yes,"1 Year Product Warranty, 10 Years Compressor Warranty, 5 Years PCB  Warranty"
Blue Star,32500,1,3,4.4,53,5,Split,Yes,No,Copper,1122,50,R,52,No,"1 Year on Product and Condenser, 10 Years on Compressor from Blue Star"
Marq By Flipkart,25499,1.5,3,4.3,"1,345",193,Window,No,No,Copper,1520,60,Not Available,Not Available,No,1 Year on Product and 5 Years on Compressor
Hitachi,28999,1.5,3,4,"1,960",209,Window,No,No,Copper,1277,50,R32,52,No,1 Year Warranty on Product and 5 Years on Compressor
Voltas,36990,1,3,3.9,21,4,Split,Yes,No,Copper,1130,46,Not Available,52,No,1 Year on Product and Condenser and 5 Years on Compressor
Panasonic,37199,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Carrier,39490,1.5,3,3.3,3,2,Split,No,No,Not Available,983,40,R22,Not Available,No,1 Year on Product and 5 Years on Compressor
Voltas,36990,1,4,3.9,21,4,Split,Yes,No,Copper,1130,46,Not Available,52,No,1 Year on Product and Condenser and 5 Years on Compressor
Panasonic,37199,1.5,4,Not Available,Not Available,Not Available,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Panasonic,34465,1,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1115,38,Not Available,Not Available,No,1 Year Comprehensive Warranty on Product and 10 Years on Compressor
Toshiba,30500,1,5,4,5,0,Split,No,No,Copper,1200,37,R32,Not Available,No,1 Year on Product and 5 Years on Compressor from Date of Purchase
Panasonic,63749,2.2,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,2250,42,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on Product and 10 Years on Compressor
Lg,34990,1,5,3.7,15,2,Split,Yes,No,Copper,649,21,R32,52,No,"1 Year Warranty on Product, 5 Years on PCB, and 10 Years on Compressor with Gas Charging"
Samsung,44290,1.5,5,4.1,69,11,Split,Yes,No,Copper,743,45,Not Available,Not Available,No,"1 Year Warranty on Product, 5 Years on Condenser and 10 Years on Compressor"
Marq By Flipkart,35500,1.5,3,4.3,325,37,Split,Yes,No,Copper,1118,38,R32,Not Available,Yes,1 Year Warranty on Product and 5 Years on Compressor
Lg,35999,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1840,31,Not Available,Not Available,Not Available,1 Year on Product & 10 Years on Compressor
Blue Star,43990,1.5,5,4.2,845,193,Split,No,No,Aluminium,1500,46,Not Available,Not Available,No,1 Year on Product & 4 Years for the Compressor
Lg,45490,1,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,521,23,R32,52,No,"1 Year Warranty on Product, 5 Years on PCB and 10 Years on Compressor with Gas Charging"
Hitachi,28499,1.5,3,4.2,"3,609",408,Window,No,No,Not Available,1650,Not Available,Not Available,Not Available,No,1 Year for Product & 4 Years for Compressor
Haier,31490,1,3,4,115,10,Split,No,No,Copper,972,40,R32,Not Available,No,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor"
Voltas,42998,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1455,45,R32,Not Available,No,1 Year on Product and 10 Years on Compressor from Voltas
Panasonic,50290,1.5,5,4.2,151,29,Split,Yes,No,Copper,1440,47,R32,Not Available,Yes,"1 Year Comprehensive Warranty, 4 Years on PCB, 9 Years on Compressor and 4 Years on ODU Casing"
Whirlpool,42000,1.5,4,4.3,17,2,Split,Yes,No,Copper,2100,37,Not Available,Not Available,No,"1 Year on Comprehensive Unit , 10 years on compressor & 1 year on condensor"
Onida,38490,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1570,40,R32,Not Available,No,1 Year on Product and 5 Year on Compressor from Onida
Croma,29390,1,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1045,52,R32,Not Available,No,"1 Year on Product, 5 Years on Condenser and 10 Years on Compressor"
Panasonic,47000,1.5,3,4.5,152,22,Split,Yes,No,Copper,1350,48,R32,50,No,1 Year Comprehensive and 10 Years on Compressor Warranty from Panasonic
Daikin,44989,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1670,32,R32,52,No,"1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor"
Voltas,39990,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1590,52,Not Available,Not Available,No,1 Year on Product and 5 Years on Compressor from Voltas
Voltas,57490,2,5,4.4,38,1,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Lg,39889,1.5,5,4.4,25,6,Split,Yes,No,Copper,1050,26,R32,52,Yes,"1 Year Warranty on Product, 5 Years on PCB, and 10 Years on Compressor with Gas Charging"
Lloyd,46985,1,3,4.4,74,10,Split,Yes,No,Copper,1050,43,R32,Not Available,Yes,Not Available
Voltas,39990,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1590,52,Not Available,Not Available,No,1 Year on Product and 5 Years on Compressor from Voltas
Voltas,57490,2,3,4.4,38,1,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Blue Star,52999,1.5,4,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1250,47,R32,Not Available,No,1 Year on Product and 10 Years Warranty on Compressor
Carrier,32999,1.5,5,4.2,"5,815",643,Split,No,No,Copper,1475,44,R32,52,No,1 Year Warranty on Product and 5 Years on Compressor
Lloyd,31499,1,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,711,36,R32,Not Available,No,"1 Year Warranty on Product, and 10 Years on Compressor"
Daikin,41999,1.5,3,Not Available,Not Available,Not Available,Split,No,No,Copper,1278,32,Not Available,Not Available,No,1 Year Comprehensive Warranty on AC and 5 Years on Compressor
Lloyd,38990,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,972,35,Not Available,Not Available,No,1 Year on Product and 10 Years on Compressor
Daikin,45499,1.5,5,4.2,44,3,Split,Yes,No,Copper,1415,35,R32,Not Available,Yes,1 Year on Product and 5 Years on Compressor from Daikin
Daikin,48999,1.8,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1202,47,Not Available,Not Available,No,1 Year Warranty on Product and 10 Years on Compresser
Hitachi,27999,1.5,5,4,"1,960",209,Window,No,No,Copper,1277,50,R32,52,No,"1 Year Warranty on Product, 1 Year on PCB Controller and 5 Years on Compressor"
Panasonic,38828,1.5,5,Not Available,Not Available,Not Available,Split,No,No,Copper,1122,46,Not Available,Not Available,No,1 Year Warranty on Product and 10 Years on Compresser
Daikin,64799,1.8,5,4.2,485,76,Split,Yes,No,Copper,1665,30,R32,Not Available,No,1 Year on Product and 5 Years on Compressor from Daikin
Whirlpool,33899,1.5,5,4.8,4,0,Split,Yes,No,Copper,1087,37,R32,Not Available,No,1 Year on Product and 5 Years on Compressor from Whirlpool
Lloyd .,41990,1.5,5,4.3,23,1,Split,Yes,No,Copper,Not Available,Not Available,Not Available,52,No,1 Year Comrehensive Warranty and 10 Years Warranty on Compressor from Lloyd
Hitachi,37949,1,3,5,3,1,Split,Yes,No,Copper,965,35,R410a,Not Available,No,"1 Year on Product, 1 Year on Condenser and 5 Years on Compressor From Hitachi"
Ifb,44990,1.5,5,4.4,545,86,Split,Yes,No,Copper,853,38,R32,58,No,Not Available
Blue Star,39990,1,5,4.2,239,29,Split,Yes,No,Copper,600,62,R32,52,No,1 Year Warranty on Product and 10 Years on Inverter Compressor
O General,72940,2,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,2140,32,Not Available,Not Available,No,1 Year Warranty on Product and 10 Years On Compressor
Blue Star,38890,1.5,5,Not Available,Not Available,Not Available,Split,No,No,Copper,1456,41,R32,Not Available,No,1 Year Warranty on Product and 5 Years on Compressor
Blue Star,45990,1.5,3,4.2,"4,750",592,Split,Yes,No,Copper,836,63,R32,52,No,1 Year Warranty on Product and 10 Years on Inverter Compressor
Blue Star,48500,1.5,3,4.2,16,2,Split,Yes,No,Copper,1400,45,Not Available,52,No,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor"
Godrej,32490,1.5,3,4.2,223,23,Split,No,No,Copper,1137,46,R32,50,No,1 Year on Product and Condenser Coil Warranty and 5 Years on Compressor Warranty from Godrej
Daikin,56889,1.8,5,4.3,53,5,Split,Yes,No,Copper,1665,38,R32,Not Available,No,1 Year on Product and 10 Years on Compressor From Daikin
Samsung,37490,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1560,26,Not Available,Not Available,No,1 Year Comprehensive Warranty on Product and 10 Years on Compressor
Lg,37490,1.5,3,4,41,4,Split,Yes,No,Copper,1440,34,R32,Not Available,No,1 Year on Product and 10 Years on Compressor
Daikin,58990,2.2,4,3.6,18,1,Split,Yes,No,Copper,2410,39,R32,Not Available,No,1 Year on Product and 10 Years on Compressor From Daikin
Lg,50479,1.5,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,818,31,R32,52,Yes,"1 Year Warranty on Product, 5 Years on PCB and 10 Years on Compressor with Gas Charging"
Carrier,35000,1.5,3,4.3,746,113,Split,No,No,Copper,1458,38,R32,Not Available,No,1 Year Warranty on Product and 5 Years on Compressor from Carrier
Blue Star,39590,1.5,3,Not Available,Not Available,Not Available,Split,No,No,Copper,1456,34,Not Available,Not Available,No,1 Year Comprehensive Warranty on AC and 5 Years on Compressor
Panasonic,46411,1.6,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1037,47,Not Available,Not Available,No,1 Year Warranty on Product and 10 Years on Compresser
Lloyd,53990,2,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1757,59,Not Available,Not Available,No,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor from Llyod"
Voltas,38490,1.5,3,3.8,6,0,Split,Yes,No,Copper,1750,47,R32,Not Available,No,1 Year on Product and 10 Years on Compressor From Voltas
Whirlpool,36000,1.5,3,4.1,176,25,Split,Yes,No,Copper,1752,42,R32,Not Available,No,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor from Whirlpool"
Panasonic,32500,1,3,Not Available,Not Available,Not Available,Split,No,No,Copper,915,38,Not Available,Not Available,No,1 Year Comprehensive Warranty on AC and 5Years on Compressor
Lloyd,44399,1.5,3,Not Available,Not Available,Not Available,Split,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Panasonic,44999,1,3,4.2,151,29,Split,Yes,No,Copper,1000,43,R32,Not Available,Yes,"1 Year Comprehensive Warranty, 4 Years on PCB, 9 Years on Compressor and 4 Years on ODU Casing"
Lloyd,36490,1.5,3,4.2,159,13,Split,No,No,Copper,1420,42,R32,Not Available,No,1 Year Comprehensive Warranty and 5 Years Warranty on Compressor
Lloyd,36890,1.5,3,4.2,333,34,Split,Yes,No,Copper,1720,42,R32,Not Available,No,Not Available
Samsung,34500,1.5,3,4.7,3,1,Split,Yes,No,Copper,1700,53,R32,Not Available,No,1 Year on Product and 10 Years on Compressor From Samsung
Godrej,33599,1.5,5,4.3,18,3,Split,No,No,Copper,1149,52,R32,Not Available,No,1 Year Machine Warranty and 5 Years Warranty Only on Compressor from Godrej
Daikin,46280,1.8,3,3,4,0,Split,No,No,Copper,1753,39,Not Available,Not Available,No,1 Year Comprehensive Warranty on AC and 5 Years on Compressor
Godrej,33999,1.5,3,4.3,428,59,Split,Yes,No,Copper,1128,32,R32,50,No,1 Year On Product and Condenser Coil Warranty and 10 Years On Compressor from Godrej
Daikin,30790,1,3,4,61,10,Split,Yes,No,Copper,1110,51,Not Available,Not Available,No,1 Year Warranty on Product
Samsung,38490,1,3,4.4,373,67,Split,Yes,No,Alloy,1060,37,R410A,Not Available,No,"1 Year on Product, 10 Years Compressor and 5 Years Condensor Warranty"
Croma,29990,1,3,Not Available,Not Available,Not Available,Window,No,No,Copper,1015,58,R32,Not Available,No,1 Year Comprehensive Warranty and 5 Years on Compressor
Blue Star,36900,1.5,3,4,9,0,Split,Yes,No,Copper,1663,46,R32,52,No,1 Year on Product and 10 Years Warranty on Compressor From Blue Star
Ifb,48900,2,3,4.4,327,44,Split,Yes,No,Copper,1233,38,R32,58,No,Not Available
Ifb,48900,2,5,4.4,327,44,Split,Yes,No,Copper,1233,38,R32,58,No,Not Available
Ifb,32990,1,4,4.3,"1,893",291,Split,Yes,No,Copper,732,30,R32,58,No,Not Available
Lloyd,30990,1.5,5,4.2,217,26,Split,No,No,Copper,1450,51,R32,Not Available,No,Not Available
Voltas,46249,1.5,3,3.9,12,0,Split,Yes,No,Copper,1712,46,R32,Not Available,No,1 Year Warranty on Product and Condenser and 5 Years on Compressor
Lloyd,32500,1.5,3,4,700,67,Split,No,No,Copper,1119,42,R32,Not Available,No,1 Year Comprehensive Warranty on AC and 5 Years on Compressor From Lloyd
Lloyd,35990,1.5,5,4.2,"1,002",104,Window,No,No,Copper,1141,53,R32,Not Available,No,1 Year Comprehensive Warranty on AC and 5 Years on Compressor From Lloyd
Samsung,44192,1.5,3,4,5,0,Split,Yes,No,Copper,1490,35,R32,Not Available,No,1 Year Warranty on Product and 10 Years on Compressor
O General,60990,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1580,52,Not Available,Not Available,No,1 Year Comprehensive Warranty on AC and 5 Years on Compressor From OGeneral
Lg,37500,1,3,4.4,"3,898",638,Split,Yes,No,Copper,1080,21,R32,Not Available,No,"10 Years on Compressor with free gas recharge*, 5 Years on PCB*"
Lloyd,29899,1.5,4,Not Available,Not Available,Not Available,Window,No,No,Copper,2170,56,Not Available,Not Available,No,1 Year Comprehensive Warranty on AC and 5 Years on Compressor From Lloyd
Lg,46990,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,818,31,R32,52,No,"1 Year Warranty on Product, 5 Years on PCB and 10 Years on Compressor with Gas Charging"
Lloyd,34225,1,3,3.3,7,1,Split,Yes,No,Copper,778,32,R32,Not Available,Yes,1 Year Comprehensive Warranty on AC and 10 Years on Compressor From Lloyd
Blue Star,28399,1.5,5,4.4,572,73,Window,No,No,Copper,1730,59,R22,50,No,5 Years on Compressor from Blue Star
Blue Star,37500,1.5,4,5,3,0,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Daikin,50990,1.8,3,4.8,5,2,Split,Yes,No,Copper,1950,32,R32,52,No,"1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor"
Godrej,32990,2,5,4.6,9,0,Window,No,No,Copper,1625,53,R32,50,No,"1 Year on Product, 1 Year on Condenser and 5 Years on Compressor"
Carrier,38390,1,3,4.3,"1,984",367,Split,Yes,No,Copper,1150,40,R410a,Not Available,No,1 Year on Complete Unit and 10 Years on Compressor
Daikin,38999,1,3,4.3,10,2,Split,Yes,No,Copper,940,27,Not Available,Not Available,No,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Panasonic,56463,2.2,4,2.3,3,1,Split,Yes,No,Copper,1430,50,Not Available,Not Available,No,"1 Year on Product, 5 Year on PCB and 5 Years on Compressor from Panasonic"
Carrier,36990,1.5,4,4.3,"2,707",405,Split,Yes,No,Copper,1700,44,R410a,Not Available,No,1 Year on Complete Unit and 10 Years on Compressor
Blue Star,48000,1.5,3,4.4,232,40,Split,Yes,No,Copper,1450,46,R,Not Available,No,"1 Year on Product and Condenser, 10 Years on Compressor from Blue Star"
Nokia,39990,2,3,4.1,494,96,Split,Yes,Yes,Copper,1215,38,R32,Not Available,Yes,1 Year on Product and 5 Years on Compressor
Croma,26990,1,5,Not Available,Not Available,Not Available,Window,No,No,Copper,1100,56,R32,Not Available,No,1 Year Comprehensive Warranty and 5 Years on Compressor
Voltas,36890,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1520,45,R32,52,Yes,1 Year Warranty on Product and 5 Years on Compressor
Voltas,36890,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1520,45,R32,52,Yes,1 Year Warranty on Product and 5 Years on Compressor
Motorola,34490,1.5,5,4.4,573,96,Split,Yes,No,Copper,1101,30,R32,60,No,Not Available
Samsung,41000,1,3,4.8,30,7,Split,Yes,No,Alloy,1180,48,Not Available,Not Available,No,"1 Year on Product, 10 Years Compressor and 5 Years Condensor Warranty"
Voltas,38490,1,3,3.7,13,1,Split,Yes,No,Copper,925,46,Not Available,Not Available,No,1 Year on Product and Condenser and 5 Years on Compressor
Samsung,39500,1.5,3,4.2,329,43,Split,Yes,No,Alloy,1780,52,Not Available,Not Available,No,"1 Year on Product, 10 Years Compressor and 5 Years Condensor Warranty"
Croma,31390,1.2,3,Not Available,Not Available,Not Available,Split,Yes,Yes,Copper,1500,44,R32,Not Available,No,1 Year on Product and 10 Years on Compressor
Panasonic,42683,1,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,915,38,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Panasonic,33490,1,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,915,38,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Panasonic,47500,2,3,3.6,10,0,Split,No,No,Copper,1710,50,R22,46,No,1 Year on the Product and 4 Years on the Compressor
Lloyd,27250,1.5,4,Not Available,Not Available,Not Available,Window,No,No,Copper,1621,52,Not Available,Not Available,No,1 Year Comprehensive Warranty on Product and 5 Years on Compressor
Voltas,36590,1.5,5,4.2,"13,218","1,282",Split,No,No,Copper,1458,47,R22,Not Available,No,1 Year on Product and 5 Years on Compressor
Blue Star,53990,2,4,4.2,"1,087",145,Split,Yes,No,Copper,2150,43,R32,52,No,1 Year on Product and 10 Years Warranty on Compressor From Blue Star
Haier,29190,1,3,4.6,5,0,Split,Yes,No,Copper,1200,37,Not Available,Not Available,No,1 Year on Product and 10 Years on Compressor From Haier
Samsung,56500,1.5,4,4.8,30,7,Split,Yes,No,Alloy,1860,52,R410A,Not Available,No,"1 Year on Product, 10 Years Compressor and 5 Years Condensor Warranty"
Samsung,37579,1.5,3,3.6,22,4,Split,Yes,No,Copper,1490,36,R32,Not Available,No,1 Year Warranty on Product and 10 Years on Compressor
Samsung,43500,1,5,4.3,15,3,Split,Yes,No,Alloy,930,48,Not Available,Not Available,No,"1 Year on Product, 10 Years Compressor and 5 Years Condensor Warranty"
Daikin,39900,1.5,3,4.2,"2,453",233,Split,Yes,No,Copper,1680,35,R32,Not Available,No,1 Year on Product and 5 Years on Compressor from Daikin
Daikin,49200,1.5,5,4.4,22,2,Split,Yes,No,Copper,999,38,R32,Not Available,No,1 Year on Product and Condenser and 5 Years on Compressor
Panasonic,41403,1.5,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1660,38,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Blue Star,33990,1,5,4.2,697,93,Split,No,No,Copper,739,62,R32,52,No,1 Year Warranty on Product and 5 Years on Compressor
Lg,43949,1.5,4,Not Available,Not Available,Not Available,Split,Yes,No,Copper,5800,31,R32,Not Available,No,"1 Year on Product, 5 Years on PCB and 10 Years on Compressor from LG"
Panasonic,36500,1,5,4.4,45,4,Split,Yes,No,Copper,1000,45,R32,50,No,1 Year Comprehensive and 10 Years on Compressor Warranty from Panasonic
O General,55499,1.5,4,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1580,32,Not Available,Not Available,No,1 Year Warranty on Product and 10 Years On Compressor
Lg,44990,1.5,3,4.8,5,1,Split,Yes,No,Copper,818,31,Not Available,Not Available,No,1 Year Warranty on Product and 10 Years on Compressor from LG
Blue Star,43999,1.5,3,4.4,918,115,Split,Yes,No,Copper,3620,58,R32,52,No,1 Year on Product and 10 Years on Compressor From Blue Star
Daikin,38000,1,3,4.2,"2,453",233,Split,Yes,No,Copper,1110,26,R32,Not Available,No,1 Year on Product and 5 Years on Compressor from Daikin
Daikin,58190,1.5,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1095,30,R32,56,No,"1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor"
Samsung,33999,1.5,3,4.2,"8,874",856,Split,Yes,No,Copper,1490,44,Not Available,Not Available,No,"1 Year Comprehensive Warranty on Product, 1 Years on PCB, 1 Years on Condenser, 1 Years Free Gas Recharge and 10 Years on Compressor"
